专业,专业代码,所属专业类,所属学科门类,专业相关招录人数,直接对口招录人数,专业类共享招录人数,学科门类共享招录人数,专业不限招录人数,全部可报招录人数_含不限,折算独占招录人数,专业独占指数,全部可报岗位数_含不限,折算独占岗位数,专业岗位独占指数
财务管理,120204,工商管理类,管理学,18879,1914,7049,34,5359,24238.0,1160.636718,0.047885,13572,723.287104,0.0532926
会计学,120203K,工商管理类,管理学,18832,1919,7042,34,5359,24191.0,991.309625,0.04097845,13559,602.956341,0.04446909
审计学,120207,工商管理类,管理学,18437,1621,7045,34,5359,23796.0,929.180473,0.03904776,13227,550.98193,0.04165585
财务会计教育,120213T,工商管理类,管理学,16841,248,7055,34,5359,22200.0,691.755248,0.03116015,11970,353.566253,0.0295377
内部审计,120218T,工商管理类,管理学,16807,145,7057,34,5359,22166.0,680.40897,0.03069606,11937,344.283996,0.02884175
财政学,020201K,财政学类,经济学,15966,453,13725,19,5359,21325.0,638.117389,0.02992344,11728,327.781273,0.02794861
税收学,020202,财政学类,经济学,15920,163,13737,19,5359,21279.0,627.778897,0.02950227,11690,319.134447,0.02729978
国际税收,020203TK,财政学类,经济学,15363,9,13743,19,5359,20722.0,616.287606,0.02974074,11263,309.266648,0.02745864
经济学,020101,经济学类,经济学,15007,435,13219,19,5359,20366.0,463.282313,0.02274783,11761,261.34188,0.02222106
工程审计,120109T,管理科学与工程类,管理学,14726,185,4329,34,5359,20085.0,601.114669,0.02992854,10884,301.033686,0.02765837
经济统计学,020102,经济学类,经济学,14613,151,13229,19,5359,19972.0,465.956456,0.02333049,11463,264.025871,0.02303288
数字经济,020109T,经济学类,经济学,14221,60,13229,19,5359,19580.0,446.46055,0.02280187,11141,246.379752,0.02211469
国民经济管理,020103T,经济学类,经济学,14115,41,13230,19,5359,19474.0,440.890604,0.02263996,11060,242.292286,0.02190708
能源经济,020106T,经济学类,经济学,14110,12,13227,19,5359,19469.0,441.395355,0.0226717,11055,242.797037,0.02196264
劳动经济学,020107T,经济学类,经济学,14108,3,13229,19,5359,19467.0,440.168214,0.02261099,11053,241.569896,0.0218556
商务经济学,020105T,经济学类,经济学,14082,14,13198,19,5359,19441.0,438.860632,0.02257397,11027,240.262314,0.02178855
资源与环境经济学,020104T,经济学类,经济学,14082,11,13199,19,5359,19441.0,439.297537,0.02259645,11027,240.699219,0.02182817
经济工程,020108T,经济学类,经济学,14080,9,13198,19,5359,19439.0,438.938013,0.02258028,11025,240.339695,0.02179952
法学,030101K,法学类,法学,13311,1587,10426,30,5359,18670.0,595.101398,0.03187474,11949,415.008627,0.03473166
金融学,020301K,金融学类,经济学,13049,376,10927,19,5359,18408.0,381.123453,0.02070423,10533,211.960892,0.02012351
纪检监察,030108TK,法学类,法学,12585,109,10792,30,5359,17944.0,521.90899,0.02908543,11411,352.475067,0.03088906
监狱学,030103T,法学类,法学,12562,116,10749,30,5359,17921.0,583.727502,0.03257226,11366,371.33302,0.03267051
信用风险管理与法律防控,030104T,法学类,法学,12549,88,10759,30,5359,17908.0,523.917985,0.02925609,11400,356.939641,0.03131049
国际经贸规则,030105T,法学类,法学,12530,102,10775,30,5359,17889.0,515.382383,0.02881002,11381,348.079305,0.03058425
知识产权,030102T,法学类,法学,12521,453,10755,30,5359,17880.0,515.801045,0.02884793,11371,348.803131,0.0306748
国际法,030109TK,法学类,法学,12516,181,10784,30,5359,17875.0,518.065236,0.02898267,11372,349.823977,0.03076187
海外利益安全,030112TK,法学类,法学,12511,29,10773,30,5359,17870.0,511.211223,0.02860723,11366,345.343182,0.03038388
司法警察学,030106TK,法学类,法学,12502,60,10751,30,5359,17861.0,517.031997,0.02894754,11344,343.997289,0.03032416
司法鉴定学,030110TK,法学类,法学,12491,37,10755,30,5359,17850.0,508.059449,0.02846271,11334,340.475006,0.03004015
社区矫正,030107TK,法学类,法学,12487,33,10754,30,5359,17846.0,515.6368,0.02889369,11341,349.628282,0.0308287
国家安全学,030111TK,法学类,法学,12485,39,10753,30,5359,17844.0,506.119953,0.02836359,11334,340.13551,0.03001019
金融工程,020302,金融学类,经济学,12476,85,10937,19,5359,17835.0,362.048044,0.02029986,10106,197.349245,0.01952793
经济与金融,020307T,金融学类,经济学,12471,74,10934,19,5359,17830.0,360.193384,0.02020154,10100,195.180299,0.01932478
计算机科学与技术,080901,计算机类,工学,11835,1052,9547,35,5359,17194.0,363.58384,0.02114597,10451,241.468751,0.02310485
金融审计,020311TK,金融学类,经济学,11770,86,10938,19,5359,17129.0,352.267396,0.02056556,9548,187.656386,0.019654
保险学,020303,金融学类,经济学,11726,28,10941,19,5359,17085.0,351.592145,0.020579,9521,188.987088,0.0198495
金融科技,020310T,金融学类,经济学,11725,27,10943,19,5359,17084.0,345.139331,0.02020249,9516,182.467607,0.01917482
投资学,020304,金融学类,经济学,11724,40,10938,19,5359,17083.0,344.694826,0.02017765,9518,182.723102,0.01919764
数据科学与大数据技术,080910T,计算机类,工学,11722,731,9552,35,5359,17081.0,332.582679,0.01947091,10404,215.658504,0.02072842
金融数学,020305T,金融学类,经济学,11718,22,10943,19,5359,17077.0,343.275478,0.02010163,9511,181.245421,0.0190564
互联网金融,020309T,金融学类,经济学,11717,20,10943,19,5359,17076.0,342.503617,0.0200576,9511,180.850941,0.01901492
精算学,020308T,金融学类,经济学,11716,28,10943,19,5359,17075.0,343.591712,0.0201225,9511,181.861655,0.01912119
信用管理,020306T,金融学类,经济学,11711,5,10941,19,5359,17070.0,341.936295,0.02003142,9507,180.331238,0.01896826
软件工程,080902,计算机类,工学,11539,887,9547,35,5359,16898.0,340.779625,0.02016686,10233,223.971935,0.02188722
数字媒体技术,080906,计算机类,工学,11364,146,9492,35,5359,16723.0,246.033021,0.01471225,9933,148.191882,0.01491915
新媒体技术,080912T,计算机类,工学,11317,102,9493,35,5359,16676.0,242.630809,0.0145497,9906,146.130255,0.01475169
网络工程,080903,计算机类,工学,11024,760,9552,35,5359,16383.0,315.164659,0.0192373,9862,205.816787,0.02086968
信息安全,080904K,计算机类,工学,10961,584,9552,35,5359,16320.0,288.855051,0.01769945,9799,183.798023,0.01875681
网络空间安全,080911TK,计算机类,工学,10805,412,9552,35,5359,16164.0,267.662332,0.01655916,9666,165.608755,0.01713312
电子与计算机工程,080909T,计算机类,工学,10588,359,9553,35,5359,15947.0,254.376363,0.01595136,9520,158.383716,0.01663694
智能科学与技术,080907T,计算机类,工学,10567,333,9544,35,5359,15926.0,251.557203,0.01579538,9487,153.951692,0.01622765
物联网工程,080905,计算机类,工学,10412,211,9505,35,5359,15771.0,233.888564,0.01483029,9380,141.376808,0.01507215
空间信息与数字技术,080908T,计算机类,工学,10323,121,9506,35,5359,15682.0,222.916053,0.01421477,9323,133.726427,0.01434371
保密技术,080914TK,计算机类,工学,10273,28,9550,35,5359,15632.0,220.683321,0.01411741,9308,133.913968,0.01438698
区块链工程,080917T,计算机类,工学,10269,54,9520,35,5359,15628.0,218.301676,0.01396863,9283,130.038782,0.01400827
密码科学与技术,080918TK,计算机类,工学,10262,17,9544,35,5359,15621.0,218.246284,0.01397134,9297,131.726931,0.01416876
工业软件,080919T,计算机类,工学,10231,11,9515,35,5359,15590.0,215.097243,0.01379713,9270,129.335465,0.01395205
虚拟现实技术,080916T,计算机类,工学,10098,21,9511,35,5359,15457.0,209.96804,0.01358401,9159,124.787553,0.01362458
服务科学与工程,080915T,计算机类,工学,10086,5,9515,35,5359,15445.0,208.284538,0.01348556,9154,123.789949,0.01352304
电影制作,080913T,计算机类,工学,9993,5,9422,35,5359,15352.0,203.82355,0.01327668,9069,119.867057,0.01321723
劳动与社会保障,120403,公共管理类,管理学,8121,63,4760,34,5359,13480.0,219.854463,0.01630968,7570,112.890343,0.01491286
电子信息工程,080701,电子信息类,工学,8033,354,6623,35,5359,13392.0,162.56074,0.01213865,7923,99.83667,0.01260087
人工智能,080717T,电子信息类,工学,7980,345,6620,35,5359,13339.0,161.566878,0.01211237,7861,97.404957,0.01239091
海关稽查,120217TK,工商管理类,管理学,7955,439,7052,34,5359,13314.0,289.102355,0.02171416,7720,151.58347,0.01963516
国际经济与贸易,020401,经济与贸易类,经济学,7907,58,6168,19,5359,13266.0,201.132594,0.01516151,7766,115.106992,0.01482192
通信工程,080703,电子信息类,工学,7905,275,6622,35,5359,13264.0,156.294498,0.01178336,7822,93.245781,0.01192096
信息工程,080706,电子信息类,工学,7814,171,6623,35,5359,13173.0,141.905845,0.01077248,7755,84.248794,0.0108638
电子信息科学与技术,080714T,电子信息类,工学,7772,139,6623,35,5359,13131.0,137.781053,0.01049281,7732,81.94101,0.01059765
文化产业管理,120210,工商管理类,管理学,7729,51,7052,34,5359,13088.0,152.219587,0.01163047,7661,87.946102,0.01147972
统计学,071201,统计学类,理学,7708,280,6309,39,5359,13067.0,266.382163,0.02038587,7876,169.801388,0.02155934
应用统计学,071202,统计学类,理学,7704,199,6318,39,5359,13063.0,266.676211,0.02041462,7872,170.095436,0.02160765
数据科学,071203T,统计学类,理学,7699,102,6328,39,5359,13058.0,262.669474,0.0201156,7864,165.630366,0.02106185
贸易经济,020402,经济与贸易类,经济学,7693,26,6168,19,5359,13052.0,190.15381,0.01456894,7590,106.64167,0.01405029
资产评估,120208,工商管理类,管理学,7664,150,7051,34,5359,13023.0,166.337133,0.01277257,7613,97.005332,0.01274206
人力资源管理,120206,工商管理类,管理学,7634,119,7057,34,5359,12993.0,161.788875,0.012452,7607,95.641384,0.01257281
市场营销,120202,工商管理类,管理学,7628,22,7055,34,5359,12987.0,145.796141,0.01122631,7598,83.510681,0.01099114
国际商务,120205,工商管理类,管理学,7587,29,7058,34,5359,12946.0,148.019326,0.0114336,7565,85.467107,0.0112977
劳动关系,120211T,工商管理类,管理学,7556,29,7053,34,5359,12915.0,146.781589,0.0113652,7546,84.687704,0.01122286
工商管理,120201K,工商管理类,管理学,7553,158,7040,34,5359,12912.0,146.278863,0.01132891,7544,84.176645,0.01115809
物业管理,120209,工商管理类,管理学,7525,8,7054,34,5359,12884.0,143.504501,0.01113819,7516,81.637996,0.01086189
体育经济与管理,120212T,工商管理类,管理学,7523,7,7052,34,5359,12882.0,143.600718,0.01114739,7515,81.748499,0.01087804
创业管理,120216T,工商管理类,管理学,7519,2,7053,34,5359,12878.0,143.01792,0.0111056,7511,81.165702,0.01080624
市场营销教育,120214T,工商管理类,管理学,7519,1,7054,34,5359,12878.0,143.150407,0.01111589,7511,81.298188,0.01082388
零售业管理,120215T,工商管理类,管理学,7517,3,7052,34,5359,12876.0,142.98807,0.01110501,7509,81.135851,0.01080515
电子科学与技术,080702,电子信息类,工学,7325,238,6622,35,5359,12684.0,140.893462,0.01110797,7403,85.234179,0.01151346
汉语言文学,050101,中国语言文学类,文学,7211,543,6127,22,5359,12570.0,223.545503,0.01778405,7869,159.739469,0.02029984
光电信息科学与工程,080705,电子信息类,工学,7196,75,6623,35,5359,12555.0,127.655747,0.01016772,7308,73.295262,0.01002946
微电子科学与工程,080704,电子信息类,工学,7156,33,6623,35,5359,12515.0,121.391295,0.00969966,7285,69.860258,0.0095896
集成电路设计与集成系统,080710T,电子信息类,工学,7124,2,6622,35,5359,12483.0,119.360553,0.00956185,7263,68.298815,0.00940366
工程管理,120103,管理科学与工程类,管理学,7105,200,4329,34,5359,12464.0,159.833649,0.01282362,7529,103.701757,0.01377364
电信工程及管理,080715T,电子信息类,工学,7095,15,6623,35,5359,12454.0,119.033427,0.00955785,7245,68.438339,0.00944629
智能测控工程,080720T,电子信息类,工学,7089,9,6623,35,5359,12448.0,117.742167,0.00945872,7235,67.077781,0.00927129
医学信息工程,080711T,电子信息类,工学,7087,8,6622,35,5359,12446.0,118.517669,0.00952255,7235,67.447581,0.0093224
智能视觉工程,080721T,电子信息类,工学,7087,7,6623,35,5359,12446.0,117.658834,0.00945355,7234,67.036114,0.00926681
应用电子技术教育,080716T,电子信息类,工学,7084,4,6623,35,5359,12443.0,117.687029,0.00945809,7235,67.216941,0.00929052
智能视听工程,080722T,电子信息类,工学,7084,4,6623,35,5359,12443.0,117.579886,0.00944948,7233,67.009798,0.00926445
电磁场与无线技术,080712T,电子信息类,工学,7083,3,6623,35,5359,12442.0,117.553696,0.00944814,7234,67.083608,0.00927338
电波传播与天线,080713T,电子信息类,工学,7081,1,6623,35,5359,12440.0,117.453696,0.00944162,7232,66.983608,0.00926211
工程造价,120105,管理科学与工程类,管理学,7080,171,4329,34,5359,12439.0,153.396434,0.01233189,7521,102.604232,0.01364237
广播电视工程,080707T,电子信息类,工学,7079,0,6622,35,5359,12438.0,117.23941,0.00942591,7230,66.769322,0.00923504
柔性电子学,080719T,电子信息类,工学,7079,0,6622,35,5359,12438.0,117.23941,0.00942591,7230,66.769322,0.00923504
水声工程,080708T,电子信息类,工学,7079,0,6622,35,5359,12438.0,117.23941,0.00942591,7230,66.769322,0.00923504
海洋信息工程,080718T,电子信息类,工学,7079,0,6622,35,5359,12438.0,117.23941,0.00942591,7230,66.769322,0.00923504
电子封装技术,080709T,电子信息类,工学,7079,0,6622,35,5359,12438.0,117.23941,0.00942591,7230,66.769322,0.00923504
数据计算及应用,070104T,数学类,理学,6984,132,5165,39,5359,12343.0,252.028416,0.02041873,7371,154.640219,0.02097954
信息与计算科学,070102,数学类,理学,6980,143,5150,39,5359,12339.0,250.622394,0.0203114,7359,152.970149,0.02078681
汉语言,050102,中国语言文学类,文学,6904,296,6128,22,5359,12263.0,190.2018,0.01551022,7614,131.190041,0.01723011
秘书学,050107T,中国语言文学类,文学,6894,281,6127,22,5359,12253.0,195.614974,0.01596466,7599,128.979084,0.01697317
应用语言学,050106T,中国语言文学类,文学,6817,168,6127,22,5359,12176.0,175.465576,0.01441077,7527,117.058654,0.01555183
生物统计学,071204T,统计学类,理学,6732,0,6284,39,5359,12091.0,244.549616,0.02022576,7152,150.120093,0.02098995
中国语言与文化,050108T,中国语言文学类,文学,6716,45,6128,22,5359,12075.0,164.141123,0.01359347,7453,107.97071,0.01448688
应用中文,050113T,中国语言文学类,文学,6699,36,6130,22,5359,12058.0,162.438648,0.01347144,7444,107.612679,0.0144563
汉语国际教育,050103,中国语言文学类,文学,6680,20,6115,22,5359,12039.0,160.299879,0.01331505,7419,105.163699,0.01417492
国际经济发展合作,020403T,经济与贸易类,经济学,6666,9,6168,19,5359,12025.0,174.12385,0.01448015,6812,93.042229,0.01365858
新闻学,050301,新闻传播学类,文学,6665,351,5285,22,5359,12024.0,179.857318,0.01495819,7418,120.235322,0.01620859
网络与新媒体,050306T,新闻传播学类,文学,6530,169,5285,22,5359,11889.0,160.767994,0.01352242,7297,103.622621,0.01420072
传播学,050304,新闻传播学类,文学,6516,150,5285,22,5359,11875.0,158.537209,0.0133505,7294,102.989235,0.01411972
广播电视学,050302,新闻传播学类,文学,6407,36,5285,22,5359,11766.0,137.273502,0.01166696,7206,87.379232,0.0121259
土地资源管理,120404,公共管理类,管理学,6380,138,4760,34,5359,11739.0,114.645884,0.00976624,7061,75.056759,0.01062976
汉学与中国学,050112T,中国语言文学类,文学,6312,2,6130,22,5359,11671.0,142.946494,0.01224801,7141,91.734821,0.01284621
古典文献学,050105,中国语言文学类,文学,6309,3,6126,22,5359,11668.0,142.663413,0.0122269,7138,91.451741,0.01281196
中国古典学,050111T,中国语言文学类,文学,6309,0,6129,22,5359,11668.0,142.851065,0.01224298,7138,91.639392,0.01283824
数字人文,050110T,中国语言文学类,文学,6302,0,6122,22,5359,11661.0,142.478733,0.0122184,7131,91.26706,0.01279863
手语翻译,050109T,中国语言文学类,文学,6278,0,6098,22,5359,11637.0,141.768917,0.0121826,7107,90.557244,0.01274198
中国少数民族语言文学,050104,中国语言文学类,文学,6271,12,6079,22,5359,11630.0,141.784225,0.01219125,7097,90.55219,0.01275922
数学与应用数学,070101,数学类,理学,6088,117,5165,39,5359,11447.0,239.709947,0.02094085,6738,147.126031,0.02183527
数理基础科学,070103T,数学类,理学,5873,60,5141,39,5359,11232.0,223.886306,0.0199329,6548,133.349873,0.02036498
国际新闻与传播,050309T,新闻传播学类,文学,5581,47,5284,22,5359,10940.0,130.967042,0.01197139,6603,82.741383,0.01253088
广告学,050303,新闻传播学类,文学,5555,25,5280,22,5359,10914.0,129.440581,0.01186005,6573,79.446111,0.01208674
交通管理,120407T,公共管理类,管理学,5554,16,4760,34,5359,10913.0,86.736585,0.00794801,6431,52.003992,0.00808645
编辑出版学,050305,新闻传播学类,文学,5551,16,5283,22,5359,10910.0,126.961693,0.01163719,6577,78.93389,0.0120015
数字出版,050307T,新闻传播学类,文学,5542,4,5280,22,5359,10901.0,126.344152,0.01159014,6568,78.316349,0.01192393
海关管理,120406TK,公共管理类,管理学,5539,445,4759,34,5359,10898.0,221.856195,0.02035751,6366,114.301399,0.01795498
海关检验检疫安全,120415TK,公共管理类,管理学,5533,438,4760,34,5359,10892.0,221.529441,0.02033873,6361,114.027276,0.017926
时尚传播,050308T,新闻传播学类,文学,5484,3,5280,22,5359,10843.0,123.722306,0.01141034,6520,76.186642,0.01168507
会展,050310T,新闻传播学类,文学,5482,2,5279,22,5359,10841.0,123.199683,0.01136424,6518,75.664019,0.01160847
行政管理,120402,公共管理类,管理学,5314,177,4759,34,5359,10673.0,97.270264,0.00911368,6339,62.57925,0.0098721
应急管理,120111T,管理科学与工程类,管理学,5290,51,4329,34,5359,10649.0,113.45366,0.01065393,6231,68.038627,0.01091938
公共事业管理,120401,公共管理类,管理学,5228,99,4760,34,5359,10587.0,89.60653,0.00846383,6263,55.740479,0.00889996
自然资源登记与管理,120417T,公共管理类,管理学,5185,52,4760,34,5359,10544.0,82.37945,0.00781292,6227,49.250753,0.00790923
城市管理,120405,公共管理类,管理学,5178,41,4759,34,5359,10537.0,81.577405,0.007742,6224,48.761558,0.00783444
人才发展与管理,120421TK,公共管理类,管理学,5167,11,4760,34,5359,10526.0,78.336727,0.00744221,6209,46.125287,0.00742878
公共关系学,120409T,公共管理类,管理学,5161,6,4759,34,5359,10520.0,77.477986,0.00736483,6204,45.466546,0.00732859
海事管理,120408T,公共管理类,管理学,5138,44,4759,34,5359,10497.0,113.356908,0.01079898,6189,77.52141,0.01252568
健康服务与管理,120410T,公共管理类,管理学,5105,10,4760,34,5359,10464.0,77.239048,0.00738141,6159,45.203551,0.00733943
医疗保险,120413T,公共管理类,管理学,5104,10,4759,34,5359,10463.0,77.217028,0.00738001,6158,45.13153,0.00732893
养老服务管理,120414T,公共管理类,管理学,5101,6,4760,34,5359,10460.0,76.40168,0.00730418,6155,44.366182,0.00720815
医疗产品管理,120412T,公共管理类,管理学,5097,3,4759,34,5359,10456.0,75.546562,0.00722519,6152,43.711064,0.00710518
慈善管理,120418T,公共管理类,管理学,5096,1,4760,34,5359,10455.0,75.548671,0.00722608,6151,43.713173,0.00710668
无障碍管理,120420TK,公共管理类,管理学,5095,0,4760,34,5359,10454.0,75.529441,0.00722493,6150,43.693943,0.00710471
海外安全管理,120416TK,公共管理类,管理学,5095,0,4760,34,5359,10454.0,75.529441,0.00722493,6150,43.693943,0.00710471
航空安防管理,120419TK,公共管理类,管理学,5095,0,4760,34,5359,10454.0,75.529441,0.00722493,6150,43.693943,0.00710471
海警后勤管理,120411TK,公共管理类,管理学,5094,0,4759,34,5359,10453.0,75.487774,0.00722164,6149,43.652276,0.00709909
大数据管理与应用,120108T,管理科学与工程类,管理学,4882,219,4329,34,5359,10241.0,122.538272,0.01196546,5933,71.2321,0.01200608
信息管理与信息系统,120102,管理科学与工程类,管理学,4844,133,4329,34,5359,10203.0,108.799478,0.01066348,5899,62.2184,0.01054728
土木工程,081001,土木类,工学,4822,306,3201,35,5359,10181.0,137.092889,0.01346556,6363,101.438048,0.01594186
社会工作,030302,社会学类,法学,4791,77,1406,30,5359,10150.0,182.344663,0.01796499,5856,93.411099,0.01595135
社会政策,030307T,社会学类,法学,4776,28,1407,30,5359,10135.0,178.632428,0.0176253,5844,90.698864,0.01552
房地产开发与管理,120104,管理科学与工程类,管理学,4764,11,4329,34,5359,10123.0,96.186299,0.00950176,5860,54.910517,0.0093704
管理科学,120101,管理科学与工程类,管理学,4729,40,4329,34,5359,10088.0,96.711495,0.00958679,5831,55.134166,0.00945535
计算金融,120110T,管理科学与工程类,管理学,4710,55,4329,34,5359,10069.0,97.11598,0.00964505,5813,54.759528,0.00942018
保密管理,120106TK,管理科学与工程类,管理学,4684,30,4328,34,5359,10043.0,97.083462,0.00966678,5786,53.640105,0.00927067
邮政管理,120107T,管理科学与工程类,管理学,4684,30,4328,34,5359,10043.0,92.035648,0.00916416,5797,51.224434,0.00883637
城乡规划,082802,建筑类,工学,4053,184,2753,35,5359,9412.0,104.17374,0.01106818,5962,77.96292,0.01307664
自动化,080801,自动化类,工学,4039,64,2370,35,5359,9398.0,60.884687,0.00647847,5692,38.588636,0.00677945
机器人工程,080803T,自动化类,工学,4019,9,2374,35,5359,9378.0,60.081977,0.00640669,5675,37.814711,0.00666339
给排水科学与工程,081003,土木类,工学,3846,50,3203,35,5359,9205.0,80.401437,0.00873454,5686,56.821325,0.0099932
道路桥梁与渡河工程,081006T,土木类,工学,3822,36,3203,35,5359,9181.0,76.93129,0.0083794,5653,52.870761,0.00935269
建筑环境与能源应用工程,081002,土木类,工学,3799,29,3203,35,5359,9158.0,76.295778,0.00833105,5644,51.917273,0.00919867
城市水系统工程,081011T,土木类,工学,3783,15,3203,35,5359,9142.0,71.342829,0.00780385,5634,48.864324,0.00867311
思想政治教育,030503,马克思主义理论类,法学,3728,64,2238,30,5359,9087.0,86.707465,0.00954192,5654,58.051793,0.01026738
建筑学,082801,建筑类,工学,3679,109,2752,35,5359,9038.0,97.688154,0.0108086,5724,70.864093,0.01238017
土木、水利与交通工程,081010T,土木类,工学,3672,23,3203,35,5359,9031.0,71.76915,0.00794698,5558,49.466945,0.00890013
建筑电气与智能化,081004,土木类,工学,3666,17,3203,35,5359,9025.0,71.283057,0.0078984,5552,48.730852,0.00877717
智能建造,081008T,土木类,工学,3666,17,3203,35,5359,9025.0,71.475517,0.00791972,5549,48.364979,0.00871598
城市地下空间工程,081005T,土木类,工学,3661,13,3202,35,5359,9020.0,69.748556,0.00773266,5549,47.696351,0.00859549
机械工程,080201,机械类,工学,3659,177,2517,35,5359,9018.0,78.170068,0.00866823,5443,50.959842,0.00936245
智能建造与智慧交通,081012T,土木类,工学,3658,9,3203,35,5359,9017.0,69.010925,0.00765342,5544,46.708721,0.00842509
土木、水利与海洋工程,081009T,土木类,工学,3657,8,3203,35,5359,9016.0,69.037483,0.00765722,5545,46.985278,0.00847345
工程软件,081013T,土木类,工学,3650,2,3202,35,5359,9009.0,68.340261,0.00758578,5538,46.288056,0.00835826
铁道工程,081007T,土木类,工学,3648,1,3201,35,5359,9007.0,68.189111,0.00757068,5536,46.136907,0.00833398
电子商务,120801,电子商务类,管理学,3472,22,3045,34,5359,8831.0,69.132461,0.00782838,5109,38.536282,0.00754282
风景园林,082803,建筑类,工学,3419,19,2747,35,5359,8778.0,72.818968,0.00829562,5505,52.716201,0.00957606
跨境电子商务,120803T,电子商务类,管理学,3382,20,3045,34,5359,8741.0,66.552249,0.0076138,5028,36.323417,0.00722423
电子商务及法律,120802T,电子商务类,管理学,3377,12,3045,34,5359,8736.0,66.453714,0.00760688,5024,35.341549,0.00703454
政治学与行政学,030201,政治学类,法学,3358,44,1968,30,5359,8717.0,68.273923,0.00783227,5415,45.887349,0.00847412
机械电子工程,080204,机械类,工学,3249,113,2519,35,5359,8608.0,68.498495,0.00795754,5186,44.716751,0.00862259
城市设计,082806T,建筑类,工学,3246,50,2753,35,5359,8605.0,72.914825,0.00847354,5396,53.244436,0.00986739
车辆工程,080207,机械类,工学,3230,57,2519,35,5359,8589.0,55.63898,0.00647793,5171,36.280009,0.00701605
智慧建筑与建造,082807T,建筑类,工学,3221,12,2753,35,5359,8580.0,69.154872,0.00806001,5372,49.984483,0.00930463
人居环境科学与技术,082805T,建筑类,工学,3220,9,2753,35,5359,8579.0,68.247523,0.00795518,5371,49.077134,0.00913743
历史建筑保护工程,082804T,建筑类,工学,3214,5,2747,35,5359,8573.0,68.300744,0.00796696,5368,49.194185,0.00916434
智能制造工程,080213T,机械类,工学,3107,17,2519,35,5359,8466.0,49.775531,0.00587946,5079,31.44178,0.00619055
机械设计制造及其自动化,080202,机械类,工学,3065,143,2519,35,5359,8424.0,66.788633,0.00792838,5076,43.092417,0.00848944
材料成型及控制工程,080203,机械类,工学,2993,25,2519,35,5359,8352.0,50.102213,0.00599883,5022,30.820219,0.00613704
工业设计,080205,机械类,工学,2979,12,2519,35,5359,8338.0,47.425762,0.00568791,5013,29.692319,0.00592306
过程装备与控制工程,080206,机械类,工学,2937,21,2519,35,5359,8296.0,49.3702,0.00595108,4981,31.214043,0.00626662
新能源汽车工程,080216T,机械类,工学,2934,19,2519,35,5359,8293.0,48.443663,0.00584151,4978,30.337506,0.00609432
智能车辆工程,080214T,机械类,工学,2932,16,2519,35,5359,8291.0,47.755738,0.00575995,4977,29.816247,0.00599081
测绘工程,081201,测绘类,工学,2930,82,1333,35,5359,8289.0,68.273448,0.00823663,5209,51.240374,0.00983689
应急装备技术与工程,080219T,机械类,工学,2929,13,2519,35,5359,8288.0,47.250583,0.00570108,4975,29.489664,0.00592757
机械工艺技术,080209T,机械类,工学,2926,11,2519,35,5359,8285.0,46.738452,0.00564133,4973,29.219549,0.00587564
智能交互设计,080218T,机械类,工学,2923,7,2519,35,5359,8282.0,46.488729,0.00561322,4969,28.757571,0.0057874
汽车服务工程,080208,机械类,工学,2922,6,2519,35,5359,8281.0,46.708072,0.00564039,4970,29.218581,0.00587899
仿生科学与工程,080215T,机械类,工学,2919,3,2519,35,5359,8278.0,46.03484,0.00556111,4967,28.545349,0.005747
微机电系统工程,080210T,机械类,工学,2919,3,2519,35,5359,8278.0,46.03484,0.00556111,4967,28.545349,0.005747
机电技术教育,080211T,机械类,工学,2919,3,2519,35,5359,8278.0,46.166658,0.00557703,4966,28.586258,0.0057564
汽车维修工程教育,080212T,机械类,工学,2918,2,2519,35,5359,8277.0,46.095951,0.00556916,4966,28.60646,0.00576046
增材制造工程,080217T,机械类,工学,2917,1,2519,35,5359,8276.0,45.840395,0.00553896,4965,28.350904,0.00571015
农林智能装备工程,080220T,机械类,工学,2916,0,2519,35,5359,8275.0,45.78484,0.00553291,4964,28.295349,0.00570011
智能装备与系统,080806T,自动化类,工学,2841,39,2372,35,5359,8200.0,48.15113,0.00587209,4850,27.618144,0.00569446
邮政工程,080804T,自动化类,工学,2839,14,2376,35,5359,8198.0,46.63605,0.00568871,4855,27.711397,0.00570781
工业智能,080807T,自动化类,工学,2829,26,2375,35,5359,8188.0,45.823352,0.0055964,4845,26.898699,0.00555185
核电技术与控制工程,080805T,自动化类,工学,2826,1,2376,35,5359,8185.0,45.495094,0.00555835,4842,26.570442,0.00548749
智能工程与创意设计,080808T,自动化类,工学,2825,1,2376,35,5359,8184.0,45.404185,0.00554792,4841,26.479533,0.00546985
轨道交通信号与控制,080802T,自动化类,工学,2825,1,2376,35,5359,8184.0,45.404185,0.00554792,4841,26.479533,0.00546985
马克思主义理论,030504T,马克思主义理论类,法学,2809,51,2238,30,5359,8168.0,79.016305,0.00967389,5082,53.367878,0.01050135
中国共产党历史,030502,马克思主义理论类,法学,2804,29,2240,30,5359,8163.0,76.507214,0.00937244,5078,51.358787,0.01011398
环境工程,082502,环境科学与工程类,工学,2782,80,1781,35,5359,8141.0,64.432162,0.00791453,5059,45.097643,0.00891434
环境科学,082503,环境科学与工程类,工学,2662,59,1781,35,5359,8021.0,59.44887,0.00741165,4954,39.92663,0.00805947
科学社会主义,030501,马克思主义理论类,法学,2601,18,2241,30,5359,7960.0,68.721759,0.00863339,4933,45.102716,0.00914306
