排名,专业,专业代码,所属专业类,所属学科门类,专业榜总分,机会规模指数,直接对口指数,独占指数得分,专业相关招录人数,直接对口招录人数,专业独占指数,全部可报招录人数_含不限,折算独占招录人数,专业类共享招录人数,学科门类共享招录人数,专业不限招录人数
581,火灾勘查,083107TK,公安技术类,工学,34.1269,37.6639,32.8367,30.2741,823,2,0.00259236,6182.0,16.025999,401,35,5359
582,学前教育,040106,教育学类,教育学,34.0852,47.0203,12.5745,43.5042,1012,0,0.00375975,6371.0,23.953386,842,16,5359
583,孤独症儿童教育,040116TK,教育学类,教育学,34.0256,47.0203,12.5745,43.2658,1012,0,0.00375295,6371.0,23.910053,842,16,5359
584,民族学,030401,民族学类,法学,33.9481,25.0298,47.6162,29.0822,410,7,0.00246772,5769.0,14.236259,83,30,5359
585,特殊教育,040108,教育学类,教育学,33.9243,46.8415,12.5745,43.1466,1011,0,0.00374726,6370.0,23.870053,841,16,5359
586,文物与博物馆学,060104,历史学类,历史学,33.8796,23.0036,49.8212,28.9631,322,8,0.0024457,5681.0,13.893994,174,17,5359
587,非织造材料与工程,081603T,纺织类,工学,33.7217,32.7771,37.0083,30.6317,544,3,0.00262962,5903.0,15.522658,141,35,5359
588,草业科学,090701,草学类,农学,33.6561,24.6722,51.7878,22.646,377,9,0.00206369,5736.0,11.837305,144,18,5359
589,印刷工程,081703,轻工类,工学,33.5519,32.2408,49.8212,12.8725,521,8,0.00146177,5880.0,8.595217,118,35,5359
590,音乐表演,130201,音乐与舞蹈学类,艺术学,33.528,3.8141,70.9178,28.7247,108,28,0.00243396,5467.0,13.306476,48,16,5359
591,海洋科学,070701,海洋科学类,理学,33.4088,24.9106,53.2777,19.1895,394,10,0.00171108,5753.0,9.843868,12,39,5359
592,丝绸设计与工程,081605T,纺织类,工学,33.376,32.6579,37.0083,29.4398,543,3,0.00252621,5902.0,14.909695,143,35,5359
593,航空航天工程,082001,航空航天类,工学,33.3522,31.466,45.1132,19.9046,503,6,0.00174171,5862.0,10.209879,100,35,5359
594,声学,070204T,物理学类,理学,33.1525,38.6174,28.0691,31.5256,890,1,0.0027375,6249.0,17.106636,660,39,5359
595,应用物理学,070202,物理学类,理学,33.1525,38.6174,28.0691,31.5256,890,1,0.0027375,6249.0,17.106636,660,39,5359
596,系统科学与工程,070205T,物理学类,理学,33.1078,38.6174,28.0691,31.3468,890,1,0.0027335,6249.0,17.081636,660,39,5359
597,体育旅游,040212TK,体育学类,教育学,32.9142,21.3349,49.8212,27.7712,288,8,0.00229063,5647.0,12.935213,239,16,5359
598,智慧牧业科学与工程,090307T,动物生产类,农学,32.7682,33.3731,37.0083,25.8641,553,3,0.00221535,5912.0,13.097175,322,18,5359
599,核工程与核技术,082201,核工程类,工学,32.5536,29.0226,45.1132,20.6198,470,6,0.00183939,5829.0,10.721794,69,35,5359
600,飞行器运维工程,082012T,航空航天类,工学,32.3927,31.3468,42.8486,19.4279,502,5,0.00171925,5861.0,10.076546,100,35,5359
601,妇幼保健医学,100403TK,公共卫生与预防医学类,医学,32.3748,23.9571,45.1132,28.0095,350,6,0.00232946,5709.0,13.298914,261,16,5359
602,智慧海洋技术,081905T,海洋工程类,工学,32.3153,26.2813,49.8212,17.4613,437,8,0.00160869,5796.0,9.323951,32,35,5359
603,马来语,050217,外国语言文学类,文学,32.2258,19.0107,51.7878,25.9833,266,9,0.00223462,5625.0,12.569712,76,22,5359
604,烟草,090108T,植物生产类,农学,32.1305,42.7294,12.5745,42.5507,918,0,0.00371727,6277.0,23.333291,686,18,5359
605,包装工程,081702,轻工类,工学,31.9458,32.2408,42.8486,16.2098,521,5,0.00159607,5880.0,9.384899,121,35,5359
606,特种能源技术与工程,082105,兵器类,工学,31.7193,25.8641,47.6162,18.8319,428,7,0.00169196,5787.0,9.791399,18,35,5359
607,海洋技术,070702,海洋科学类,理学,31.7014,18.236,56.1979,18.9511,254,12,0.00169623,5613.0,9.52096,12,39,5359
608,冰雪运动,040209T,体育学类,教育学,31.3975,21.2157,45.1132,28.4863,286,6,0.00237147,5645.0,13.386922,239,16,5359
609,文物保护技术,060105T,历史学类,历史学,31.2783,22.8248,42.8486,28.6055,319,5,0.0023836,5678.0,13.534095,174,17,5359
610,林产化工,082403,林业工程类,工学,31.2127,36.7104,28.0691,26.8176,748,1,0.00226099,6107.0,13.807853,349,35,5359
611,中医儿科学,100512TK,中医学类,医学,31.1114,41.8951,12.5745,39.8093,917,0,0.00349804,6276.0,21.953706,824,16,5359
612,哈医学,100507K,中医学类,医学,31.1114,41.8951,12.5745,39.8093,917,0,0.00349804,6276.0,21.953706,824,16,5359
613,回医学,100509TK,中医学类,医学,31.1114,41.8951,12.5745,39.8093,917,0,0.00349804,6276.0,21.953706,824,16,5359
614,壮医学,100506K,中医学类,医学,31.1114,41.8951,12.5745,39.8093,917,0,0.00349804,6276.0,21.953706,824,16,5359
615,维医学,100505K,中医学类,医学,31.1114,41.8951,12.5745,39.8093,917,0,0.00349804,6276.0,21.953706,824,16,5359
616,蒙医学,100504K,中医学类,医学,31.1114,41.8951,12.5745,39.8093,917,0,0.00349804,6276.0,21.953706,824,16,5359
617,藏医学,100503K,中医学类,医学,31.1114,41.8951,12.5745,39.8093,917,0,0.00349804,6276.0,21.953706,824,16,5359
618,针灸推拿学,100502K,中医学类,医学,31.1114,41.8951,12.5745,39.8093,917,0,0.00349804,6276.0,21.953706,824,16,5359
619,未来机器人,083201TK,交叉工程类,工学,30.9744,27.652,47.6162,12.9917,452,7,0.00146632,5811.0,8.520805,38,35,5359
620,水族科学与技术,090603T,水产类,农学,30.8194,26.9368,37.0083,28.3671,445,3,0.00237105,5804.0,13.761583,215,18,5359
621,海洋资源开发技术,081903T,海洋工程类,工学,30.6675,26.2813,45.1132,17.4613,437,6,0.00160869,5796.0,9.323951,32,35,5359
622,考古学,060103,历史学类,历史学,30.2741,22.646,40.5244,28.1287,317,4,0.0023383,5676.0,13.272199,173,17,5359
623,信息对抗技术,082107,兵器类,工学,30.2622,25.5066,49.8212,10.4887,424,8,0.00139917,5783.0,8.091399,18,35,5359
624,印度尼西亚语,050212,外国语言文学类,文学,29.8659,18.7723,47.6162,22.7652,264,7,0.00207896,5623.0,11.690002,76,22,5359
625,影视技术,130312T,戏剧与影视学类,艺术学,29.7735,5.3635,62.9321,22.4076,152,18,0.00205765,5511.0,11.339716,101,16,5359
626,医工学,101014TK,医学技术类,医学,29.6961,39.5113,12.5745,37.9619,901,0,0.00338464,6260.0,21.187826,830,16,5359
627,口腔医学技术,101006,医学技术类,医学,29.6961,39.5113,12.5745,37.9619,901,0,0.00338464,6260.0,21.187826,830,16,5359
628,听力与言语康复学,101008T,医学技术类,医学,29.6961,39.5113,12.5745,37.9619,901,0,0.00338464,6260.0,21.187826,830,16,5359
629,康复作业治疗,101010T,医学技术类,医学,29.6961,39.5113,12.5745,37.9619,901,0,0.00338464,6260.0,21.187826,830,16,5359
630,康复物理治疗,101009T,医学技术类,医学,29.6961,39.5113,12.5745,37.9619,901,0,0.00338464,6260.0,21.187826,830,16,5359
631,智能医学工程,101011T,医学技术类,医学,29.6961,39.5113,12.5745,37.9619,901,0,0.00338464,6260.0,21.187826,830,16,5359
632,智能影像工程,101013T,医学技术类,医学,29.6961,39.5113,12.5745,37.9619,901,0,0.00338464,6260.0,21.187826,830,16,5359
633,生物医药数据科学,101012T,医学技术类,医学,29.6961,39.5113,12.5745,37.9619,901,0,0.00338464,6260.0,21.187826,830,16,5359
634,舞蹈表演,130204,音乐与舞蹈学类,艺术学,29.6424,3.6949,62.9321,24.553,98,18,0.00214335,5457.0,11.69628,48,16,5359
635,海洋资源与环境,070703T,海洋科学类,理学,29.4607,18.0572,51.7878,16.4482,252,9,0.00160476,5611.0,9.004293,12,39,5359
636,柬埔寨语,050214,外国语言文学类,文学,29.3534,18.534,47.6162,21.0965,260,7,0.00193446,5619.0,10.869712,76,22,5359
637,表演,130301,戏剧与影视学类,艺术学,29.3146,5.2443,59.118,26.1025,149,14,0.00223681,5508.0,12.320366,102,16,5359
638,智能体育工程,040211TK,体育学类,教育学,29.267,21.0965,40.5244,26.5793,284,4,0.00224432,5643.0,12.6647,239,16,5359
639,中药制药,100805T,中药学类,医学,28.8588,19.6067,42.8486,24.0763,270,5,0.00213801,5629.0,12.034832,189,16,5359
640,药物经济与管理,100709TK,药学类,医学,28.829,34.3266,12.5745,42.789,624,0,0.0037265,5983.0,22.295672,511,16,5359
641,飞行器设计与工程,082002,航空航天类,工学,28.823,31.1085,32.8367,19.5471,499,2,0.00172013,5858.0,10.076546,100,35,5359
642,空间科学与技术,070802,地球物理学类,理学,28.6412,23.4803,40.5244,20.2622,344,4,0.00179214,5703.0,10.220559,98,39,5359
643,海洋药学,100707T,药学类,医学,28.6323,34.2074,12.5745,42.1931,621,0,0.00368994,5980.0,22.065859,508,16,5359
644,音乐教育,130212T,音乐与舞蹈学类,艺术学,28.4565,3.5757,60.7867,23.0036,96,16,0.00209299,5455.0,11.417276,48,16,5359
645,海洋工程与技术,081902T,海洋工程类,工学,28.1436,26.5793,37.0083,18.236,438,3,0.00163716,5797.0,9.490617,32,35,5359
646,国际邮轮管理,120905TK,旅游管理类,管理学,27.8963,35.7569,12.5745,36.77,707,0,0.00334469,6066.0,20.28889,351,33,5359
647,乌尔都语,050221,外国语言文学类,文学,27.7265,16.9249,47.6162,17.1633,237,7,0.00160867,5596.0,9.002093,76,22,5359
648,口腔医学,100301K,口腔医学类,医学,27.5596,3.4565,59.8927,20.8582,93,15,0.00187026,5452.0,10.196655,9,16,5359
649,物理学,070201,物理学类,理学,27.5209,38.3194,12.5745,31.1681,889,0,0.00271793,6248.0,16.981636,660,39,5359
650,量子信息科学,070206T,物理学类,理学,27.5209,38.3194,12.5745,31.1681,889,0,0.00271793,6248.0,16.981636,660,39,5359
651,外国语言与外国历史,060106T,历史学类,历史学,27.357,22.5268,32.8367,27.4136,314,2,0.00228266,5673.0,12.949536,172,17,5359
652,工程物理,082203,核工程类,工学,27.3391,28.3671,32.8367,17.9976,466,2,0.00161891,5825.0,9.430128,69,35,5359
653,核生化消防,083109TK,公安技术类,工学,26.8296,37.4851,12.5745,29.7378,821,0,0.00254312,6180.0,15.716475,401,35,5359
654,海警舰艇指挥与技术,083110TK,公安技术类,工学,26.8296,37.4851,12.5745,29.7378,821,0,0.00254312,6180.0,15.716475,401,35,5359
655,产品设计,130504,设计学类,艺术学,26.4869,7.2706,47.6162,27.652,229,7,0.00228376,5588.0,12.761674,190,16,5359
656,运动与公共健康,100406T,公共卫生与预防医学类,医学,26.4213,23.8379,28.0691,28.2479,347,1,0.00233945,5706.0,13.348914,261,16,5359
657,足球运动,040214TK,体育学类,教育学,26.1711,20.9774,32.8367,25.149,282,2,0.00218701,5641.0,12.336922,239,16,5359
658,音乐学,130202,音乐与舞蹈学类,艺术学,26.0995,3.3373,56.1979,20.3814,92,12,0.00180447,5451.0,9.836179,48,16,5359
659,飞行器制造工程,082003,航空航天类,工学,26.034,30.9893,28.0691,15.2563,498,1,0.00154969,5857.0,9.076546,100,35,5359
660,武器系统与工程,082101,兵器类,工学,25.7777,25.5066,37.0083,10.4887,424,3,0.00139917,5783.0,8.091399,18,35,5359
661,低空技术与工程,083203TK,交叉工程类,工学,25.7479,27.2944,32.8367,13.3492,447,2,0.00148739,5806.0,8.635767,38,35,5359
662,休闲体育,040207T,体育学类,教育学,25.742,20.7986,32.8367,23.7187,281,2,0.00213716,5640.0,12.053589,239,16,5359
663,摄影,130404,美术学类,艺术学,25.6943,1.907,57.8665,18.7128,68,13,0.00169037,5427.0,9.173618,21,16,5359
664,家具设计与工程,082404T,林业工程类,工学,25.5751,36.472,12.5745,26.3409,747,0,0.00223796,6106.0,13.664996,349,35,5359
665,木材科学与工程,082402,林业工程类,工学,25.5751,36.472,12.5745,26.3409,747,0,0.00223796,6106.0,13.664996,349,35,5359
666,木结构建筑与材料,082405T,林业工程类,工学,25.5751,36.472,12.5745,26.3409,747,0,0.00223796,6106.0,13.664996,349,35,5359
667,动画,130310,戏剧与影视学类,艺术学,25.3605,5.1251,51.7878,20.739,143,9,0.00184199,5502.0,10.13464,101,16,5359
668,普什图语,050240,外国语言文学类,文学,25.146,16.8057,42.8486,13.7068,235,5,0.00149007,5594.0,8.335426,76,22,5359
669,工程力学,080102,力学类,工学,24.9195,29.3206,28.0691,13.4684,472,1,0.00148858,5831.0,8.679938,76,35,5359
670,核化工与核燃料工程,082204,核工程类,工学,24.8182,28.2479,28.0691,14.7795,465,1,0.00153333,5824.0,8.930128,69,35,5359
671,意大利语,050238,外国语言文学类,文学,24.8003,16.5077,37.0083,20.9774,233,3,0.00187806,5592.0,10.502093,76,22,5359
672,理论与应用力学,080101,力学类,工学,24.7824,29.2014,28.0691,13.1108,471,1,0.00148198,5830.0,8.639938,75,35,5359
673,体育康养,040216T,体育学类,教育学,24.2521,20.7986,28.0691,24.4338,281,1,0.00214307,5640.0,12.086922,239,16,5359
674,舞蹈编导,130206,音乐与舞蹈学类,艺术学,24.1805,3.2181,51.7878,19.0703,89,9,0.00170025,5448.0,9.262947,48,16,5359
675,蜂学,090303T,动物生产类,农学,24.1001,33.1943,12.5745,25.6853,552,0,0.00221248,5911.0,13.077944,321,18,5359
676,马业科学,090305T,动物生产类,农学,24.1001,33.1943,12.5745,25.6853,552,0,0.00221248,5911.0,13.077944,321,18,5359
677,土耳其语,050235,外国语言文学类,文学,23.9958,16.5077,37.0083,17.7592,233,3,0.00160982,5592.0,9.002093,76,22,5359
678,蚕学,090302T,动物生产类,农学,23.9839,33.0155,12.5745,25.5066,551,0,0.00220972,5910.0,13.059426,320,18,5359
679,中草药栽培与鉴定,100806T,中药学类,医学,23.6859,19.6067,28.0691,24.0763,270,1,0.00213801,5629.0,12.034832,190,16,5359
680,中药资源与开发,100802,中药学类,医学,23.6859,19.6067,28.0691,24.0763,270,1,0.00213801,5629.0,12.034832,190,16,5359
681,菲律宾语,050210,外国语言文学类,文学,23.3909,16.6865,40.5244,10.1311,234,4,0.00138668,5593.0,7.755716,76,22,5359
682,整合科学,071005T,生物科学类,理学,23.3612,28.6651,12.5745,29.9762,468,0,0.00254314,5827.0,14.818886,189,39,5359
683,神经科学,071006T,生物科学类,理学,23.3612,28.6651,12.5745,29.9762,468,0,0.00254314,5827.0,14.818886,189,39,5359
684,舞蹈学,130205,音乐与舞蹈学类,艺术学,22.5238,3.0989,47.6162,18.4744,87,7,0.00167194,5446.0,9.105371,48,16,5359
685,海洋科学与技术,070705T,海洋科学类,理学,22.3361,17.7592,32.8367,14.9583,250,2,0.00153402,5609.0,8.604293,12,39,5359
686,古生物学,070904T,地质学类,理学,22.0232,28.4863,12.5745,24.9106,467,0,0.00217138,5826.0,12.650437,220,39,5359
687,艺术设计学,130501,设计学类,艺术学,21.6657,7.0322,37.0083,23.5995,225,3,0.00212877,5584.0,11.88707,190,16,5359
688,音乐剧,130315TK,戏剧与影视学类,艺术学,20.8343,5.006,40.5244,18.5936,139,4,0.00167397,5498.0,9.203483,102,16,5359
689,哈萨克语,050257,外国语言文学类,文学,20.8075,16.2098,32.8367,11.323,232,2,0.00143125,5591.0,8.002093,76,22,5359
690,全球健康学,100405TK,公共卫生与预防医学类,医学,20.6883,23.6591,12.5745,27.2944,346,0,0.00228143,5705.0,13.015581,261,16,5359
691,希伯来语,050222,外国语言文学类,文学,20.6883,16.2098,32.8367,10.8462,232,2,0.00140144,5591.0,7.835426,76,22,5359
692,美术学,130401,美术学类,艺术学,20.6883,1.7878,47.6162,13.23,60,7,0.00148685,5419.0,8.057218,21,16,5359
693,戏剧影视导演,130306,戏剧与影视学类,艺术学,20.587,5.6019,37.0083,21.5733,160,3,0.0019935,5519.0,11.002115,103,16,5359
694,波斯语,050208,外国语言文学类,文学,20.4797,16.2098,32.8367,10.0119,232,2,0.00137163,5591.0,7.66876,76,22,5359
695,临床工程技术,082603T,生物医学工程类,工学,20.4648,29.6186,12.5745,16.8653,475,0,0.00160838,5834.0,9.383288,62,35,5359
696,假肢矫形工程,082602T,生物医学工程类,工学,20.4648,29.6186,12.5745,16.8653,475,0,0.00160838,5834.0,9.383288,62,35,5359
697,健康科学与技术,082605T,生物医学工程类,工学,20.4648,29.6186,12.5745,16.8653,475,0,0.00160838,5834.0,9.383288,62,35,5359
698,康复工程,082604T,生物医学工程类,工学,20.4648,29.6186,12.5745,16.8653,475,0,0.00160838,5834.0,9.383288,62,35,5359
699,空天智能电推进技术,082011T,航空航天类,工学,20.1699,30.6317,12.5745,14.0644,497,0,0.0015158,5856.0,8.876546,100,35,5359
700,飞行器动力工程,082004,航空航天类,工学,20.1699,30.6317,12.5745,14.0644,497,0,0.0015158,5856.0,8.876546,100,35,5359
701,飞行器环境与生命保障工程,082005,航空航天类,工学,20.1699,30.6317,12.5745,14.0644,497,0,0.0015158,5856.0,8.876546,100,35,5359
702,飞行器质量与可靠性,082006T,航空航天类,工学,20.1699,30.6317,12.5745,14.0644,497,0,0.0015158,5856.0,8.876546,100,35,5359
703,飞行器适航技术,082007T,航空航天类,工学,20.1699,30.6317,12.5745,14.0644,497,0,0.0015158,5856.0,8.876546,100,35,5359
704,生物质技术与工程,081707T,轻工类,工学,20.1579,31.9428,12.5745,11.919,516,0,0.00143937,5875.0,8.456328,121,35,5359
705,生物质能源与材料,081706TK,轻工类,工学,20.1579,31.9428,12.5745,11.919,516,0,0.00143937,5875.0,8.456328,121,35,5359
706,香料香精技术与工程,081704T,轻工类,工学,20.1579,31.9428,12.5745,11.919,516,0,0.00143937,5875.0,8.456328,121,35,5359
707,古文字学,060108T,历史学类,历史学,20.1579,22.4076,12.5745,27.1752,313,0,0.00227974,5672.0,12.930668,173,17,5359
708,世界史,060102,历史学类,历史学,20.0417,22.2288,12.5745,26.9964,312,0,0.00227336,5671.0,12.892206,172,17,5359
709,科学史,060109T,历史学类,历史学,20.0417,22.2288,12.5745,26.9964,312,0,0.00227336,5671.0,12.892206,172,17,5359
710,匈牙利语,050237,外国语言文学类,文学,19.8003,15.8522,28.0691,14.5411,231,1,0.00152095,5590.0,8.502093,76,22,5359
711,尼泊尔语,050243,外国语言文学类,文学,19.8003,15.8522,28.0691,14.5411,231,1,0.00152095,5590.0,8.502093,76,22,5359
712,波兰语,050228,外国语言文学类,文学,19.8003,15.8522,28.0691,14.5411,231,1,0.00152095,5590.0,8.502093,76,22,5359
713,草坪科学与工程,090702T,草学类,农学,19.5501,24.3147,12.5745,21.6925,369,0,0.0020325,5728.0,11.642183,144,18,5359
714,戏剧影视美术设计,130307,戏剧与影视学类,艺术学,19.413,4.8272,37.0083,18.1168,137,3,0.00162464,5496.0,8.929037,101,16,5359
715,智能海洋装备,081906T,海洋工程类,工学,19.2789,26.2813,12.5745,17.4613,437,0,0.00160869,5796.0,9.323951,32,35,5359
716,海洋机器人,081904T,海洋工程类,工学,19.2789,26.2813,12.5745,17.4613,437,0,0.00160869,5796.0,9.323951,32,35,5359
717,绘画,130402,美术学类,艺术学,19.0375,1.6091,42.8486,13.5876,58,5,0.00148881,5417.0,8.064911,20,16,5359
718,行星科学,070804TK,地球物理学类,理学,18.5012,23.1824,12.5745,19.3087,340,0,0.0017147,5699.0,9.772074,98,39,5359
719,电子竞技运动与管理,040210TK,体育学类,教育学,18.4177,20.441,12.5745,23.3611,280,0,0.00210798,5639.0,11.886922,239,16,5359
720,航空运动,040217TK,体育学类,教育学,18.4177,20.441,12.5745,23.3611,280,0,0.00210798,5639.0,11.886922,239,16,5359
721,马术运动与管理,040215TK,体育学类,教育学,18.4177,20.441,12.5745,23.3611,280,0,0.00210798,5639.0,11.886922,239,16,5359
722,包装设计,130512T,设计学类,艺术学,18.3224,6.7938,28.0691,23.1228,223,1,0.00209868,5582.0,11.714848,190,16,5359
723,蒙药学,100804T,中药学类,医学,18.2628,19.6067,12.5745,24.0763,270,0,0.00213801,5629.0,12.034832,190,16,5359
724,藏药学,100803T,中药学类,医学,18.2628,19.6067,12.5745,24.0763,270,0,0.00213801,5629.0,12.034832,190,16,5359
725,工艺美术,130507,设计学类,艺术学,18.2628,6.7938,28.0691,22.8844,223,1,0.00208973,5582.0,11.664848,190,16,5359
726,艺术与科技,130509T,设计学类,艺术学,18.1734,6.7938,28.0691,22.5268,223,1,0.00206204,5582.0,11.510303,190,16,5359
727,交叉工程,083202TK,交叉工程类,工学,17.9618,26.9368,12.5745,11.1442,445,0,0.00143047,5804.0,8.302434,38,35,5359
728,碳中和科学与工程,083205T,交叉工程类,工学,17.9618,26.9368,12.5745,11.1442,445,0,0.00143047,5804.0,8.302434,38,35,5359
729,书法学,130405T,美术学类,艺术学,17.7473,1.6091,40.5244,11.6806,58,4,0.00143651,5417.0,7.781577,20,16,5359
730,戏剧影视文学,130304,戏剧与影视学类,艺术学,17.351,5.4827,28.0691,21.3349,158,1,0.00196113,5517.0,10.819575,103,16,5359
731,探测制导与控制技术,082103,兵器类,工学,17.2259,25.5066,12.5745,10.4887,424,0,0.00139917,5783.0,8.091399,18,35,5359
732,武器发射工程,082102,兵器类,工学,17.2259,25.5066,12.5745,10.4887,424,0,0.00139917,5783.0,8.091399,18,35,5359
733,装甲车辆工程,082106,兵器类,工学,17.2259,25.5066,12.5745,10.4887,424,0,0.00139917,5783.0,8.091399,18,35,5359
734,舞蹈教育,130207T,音乐与舞蹈学类,艺术学,16.469,2.9797,32.8367,15.1371,82,2,0.00153782,5441.0,8.367276,48,16,5359
735,戏剧学,130302,戏剧与影视学类,艺术学,15.8969,4.8272,28.0691,16.5673,137,1,0.00160482,5496.0,8.820089,103,16,5359
736,录音艺术,130308,戏剧与影视学类,艺术学,15.6943,4.4696,28.0691,16.329,136,1,0.00159689,5495.0,8.774912,102,16,5359
737,电影学,130303,戏剧与影视学类,艺术学,15.3784,4.0524,28.0691,15.733,135,1,0.00158255,5494.0,8.694555,101,16,5359
738,军事海洋学,070704T,海洋科学类,理学,15.2443,17.7592,12.5745,14.9583,250,0,0.00153402,5609.0,8.604293,12,39,5359
739,非物质文化遗产保护,130103T,艺术学理论类,艺术学,14.6365,0.2384,40.5244,1.4303,46,4,0.001317,5405.0,7.118365,9,16,5359
740,文物保护与修复,130409T,美术学类,艺术学,13.9124,1.4303,37.0083,1.5495,57,3,0.00131751,5416.0,7.13563,20,16,5359
741,艺术管理,130102T,艺术学理论类,艺术学,13.3284,0.1192,37.0083,1.3111,45,3,0.00131521,5404.0,7.107376,9,16,5359
742,人居设计,130514T,设计学类,艺术学,12.5566,6.4958,12.5745,22.2288,222,0,0.00205426,5581.0,11.464848,190,16,5359
743,游戏艺术设计,130515TK,设计学类,艺术学,12.5566,6.4958,12.5745,22.2288,222,0,0.00205426,5581.0,11.464848,190,16,5359
744,公共艺术,130506,设计学类,艺术学,12.4404,6.317,12.5745,22.0501,221,0,0.00204936,5580.0,11.435436,189,16,5359
745,珠宝首饰设计与工艺,130513TK,设计学类,艺术学,12.363,6.1979,12.5745,21.9309,220,0,0.00204513,5579.0,11.409795,188,16,5359
746,陶瓷艺术设计,130510TK,设计学类,艺术学,12.2855,6.0787,12.5745,21.8117,219,0,0.00204023,5578.0,11.380384,187,16,5359
747,世界语,050241,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
748,丹麦语,050249,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
749,乌克兰语,050247,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
750,乌兹别克语,050258,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
751,亚美尼亚语,050269T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
752,保加利亚语,050227,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
753,僧伽罗语,050219,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
754,克罗地亚语,050244,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
755,克里奥尔语,050279T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
756,冰岛语,050250,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
757,切瓦语,050298T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
758,加泰罗尼亚语,050267T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
759,卢旺达语,050295T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
760,卢森堡语,050294T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
761,印地语,050213,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
762,吉尔吉斯语,050264T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
763,土库曼语,050266T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
764,塔吉克语,050275T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
765,塞尔维亚语,050234,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
766,塞苏陀语,050299T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
767,孟加拉语,050242,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
768,希腊语,050236,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
769,库克群岛毛利语,050292T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
770,库尔德语,050286T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
771,德顿语,050289T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
772,恩德贝莱语,050277T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
773,拉丁语,050260,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
774,拉脱维亚语,050252,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
775,挪威语,050248,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
776,捷克语,050229,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
777,提格雷尼亚语,050281T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
778,斐济语,050291T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
779,斯洛伐克语,050230,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
